age,job,marital,education,housing,loan,contact,poutcome,termdeposit
32,blue-collar,married,basic.9y,no,no,cellular,failure,no
41,technician,divorced,university.degree,yes,yes,cellular,nonexistent,no
26,blue-collar,married,basic.9y,no,yes,telephone,nonexistent,no
31,services,married,basic.9y,yes,no,cellular,nonexistent,no
29,admin.,single,university.degree,no,no,cellular,nonexistent,no
39,admin.,married,university.degree,yes,no,telephone,nonexistent,no
59,retired,married,unknown,no,yes,telephone,nonexistent,no
56,management,married,university.degree,no,yes,telephone,nonexistent,no
35,admin.,married,high.school,no,no,cellular,nonexistent,no
30,blue-collar,single,basic.4y,no,no,telephone,nonexistent,no
56,self-employed,married,basic.9y,no,no,cellular,nonexistent,no
29,management,single,university.degree,yes,no,telephone,nonexistent,no
17,student,single,unknown,yes,no,cellular,success,no
36,blue-collar,single,basic.6y,no,no,telephone,nonexistent,no
42,blue-collar,divorced,basic.9y,no,yes,cellular,failure,no
36,technician,married,professional.course,no,no,telephone,nonexistent,no
38,admin.,married,high.school,yes,yes,cellular,nonexistent,no
37,self-employed,married,university.degree,no,no,telephone,nonexistent,no
56,retired,married,basic.4y,yes,no,cellular,nonexistent,no
45,unknown,unknown,unknown,yes,yes,cellular,nonexistent,yes
43,admin.,married,university.degree,yes,yes,telephone,nonexistent,no
35,technician,single,professional.course,yes,yes,cellular,nonexistent,no
28,admin.,single,high.school,yes,no,cellular,nonexistent,no
32,technician,married,university.degree,yes,yes,cellular,nonexistent,no
38,technician,single,basic.6y,no,no,cellular,nonexistent,no
46,blue-collar,married,basic.4y,yes,no,cellular,nonexistent,yes
56,services,divorced,high.school,no,no,telephone,nonexistent,no
31,admin.,single,university.degree,yes,no,cellular,nonexistent,no
40,self-employed,single,university.degree,yes,yes,telephone,nonexistent,no
67,retired,divorced,basic.4y,yes,no,cellular,failure,no
29,technician,married,university.degree,yes,no,cellular,nonexistent,no
27,blue-collar,single,basic.6y,no,no,cellular,nonexistent,no
37,blue-collar,divorced,basic.9y,yes,no,cellular,nonexistent,no
49,unemployed,married,high.school,no,no,cellular,nonexistent,yes
29,blue-collar,single,high.school,no,no,telephone,nonexistent,no
40,technician,married,professional.course,yes,no,telephone,nonexistent,no
44,blue-collar,single,basic.9y,yes,no,cellular,failure,no
48,blue-collar,married,basic.4y,no,yes,cellular,success,no
31,self-employed,married,university.degree,yes,no,cellular,nonexistent,no
46,technician,divorced,professional.course,yes,no,cellular,nonexistent,no
60,admin.,married,high.school,no,no,cellular,success,yes
44,admin.,divorced,high.school,yes,no,cellular,failure,no
65,retired,married,unknown,unknown,unknown,telephone,failure,no
28,admin.,married,university.degree,yes,no,cellular,nonexistent,no
45,self-employed,divorced,university.degree,no,yes,cellular,nonexistent,yes
58,technician,married,basic.9y,no,no,cellular,nonexistent,no
45,services,married,high.school,no,no,cellular,nonexistent,no
38,blue-collar,married,basic.4y,no,yes,cellular,nonexistent,no
36,management,married,university.degree,yes,no,cellular,failure,no
30,services,divorced,high.school,yes,no,telephone,nonexistent,no
44,blue-collar,married,basic.6y,no,no,cellular,nonexistent,no
45,self-employed,married,basic.4y,no,no,cellular,nonexistent,no
33,admin.,single,high.school,yes,no,cellular,nonexistent,no
37,management,married,university.degree,yes,no,cellular,success,yes
46,management,married,basic.9y,no,no,telephone,nonexistent,no
50,technician,divorced,professional.course,no,no,telephone,nonexistent,no
39,management,married,university.degree,yes,no,cellular,nonexistent,yes
29,services,married,high.school,yes,no,telephone,nonexistent,no
53,retired,married,basic.9y,yes,no,telephone,nonexistent,no
38,technician,married,high.school,yes,no,cellular,nonexistent,no
35,admin.,married,high.school,yes,no,cellular,nonexistent,yes
35,admin.,married,university.degree,yes,no,telephone,nonexistent,no
38,services,married,high.school,yes,no,cellular,nonexistent,no
48,services,single,high.school,yes,no,cellular,nonexistent,yes
39,services,married,high.school,no,no,cellular,nonexistent,yes
40,housemaid,married,basic.6y,yes,no,telephone,nonexistent,no
57,management,divorced,university.degree,yes,no,telephone,nonexistent,no
48,admin.,divorced,high.school,no,yes,telephone,nonexistent,no
23,blue-collar,single,basic.9y,no,no,cellular,nonexistent,no
35,admin.,single,university.degree,no,no,cellular,nonexistent,yes
47,blue-collar,married,high.school,no,no,cellular,failure,no
35,admin.,married,university.degree,yes,yes,telephone,nonexistent,no
39,management,single,university.degree,yes,no,cellular,success,yes
44,technician,divorced,professional.course,yes,no,cellular,nonexistent,no
60,blue-collar,divorced,basic.4y,no,no,cellular,nonexistent,no
45,blue-collar,single,basic.9y,yes,yes,cellular,failure,no
41,technician,divorced,university.degree,no,no,cellular,nonexistent,no
32,services,married,high.school,no,no,cellular,nonexistent,no
31,admin.,married,high.school,yes,yes,telephone,nonexistent,no
31,admin.,single,university.degree,no,no,telephone,nonexistent,no
53,services,married,basic.9y,yes,no,cellular,nonexistent,yes
36,blue-collar,married,basic.6y,yes,no,cellular,nonexistent,no
59,admin.,divorced,professional.course,no,no,cellular,nonexistent,no
42,management,married,university.degree,yes,no,cellular,nonexistent,no
44,admin.,married,high.school,yes,no,cellular,nonexistent,no
51,management,married,university.degree,yes,no,cellular,nonexistent,no
26,technician,married,professional.course,yes,no,cellular,nonexistent,yes
34,blue-collar,single,basic.9y,no,no,telephone,nonexistent,no
32,admin.,married,university.degree,no,no,telephone,nonexistent,no
41,entrepreneur,single,university.degree,yes,no,telephone,nonexistent,no
33,services,married,high.school,yes,no,telephone,nonexistent,no
41,technician,married,university.degree,yes,no,cellular,nonexistent,no
37,admin.,married,high.school,no,no,telephone,nonexistent,no
54,self-employed,married,university.degree,yes,no,cellular,success,no
44,entrepreneur,married,university.degree,no,no,cellular,nonexistent,no
52,technician,single,professional.course,no,no,telephone,nonexistent,no
46,blue-collar,married,basic.6y,yes,no,cellular,nonexistent,no
40,blue-collar,married,basic.6y,yes,no,cellular,nonexistent,no
27,blue-collar,married,basic.9y,yes,no,cellular,success,no
34,admin.,married,high.school,no,no,telephone,nonexistent,no
54,admin.,married,professional.course,yes,no,cellular,nonexistent,no
36,admin.,divorced,university.degree,yes,no,cellular,nonexistent,no
50,blue-collar,married,basic.6y,no,no,telephone,nonexistent,no
36,admin.,married,university.degree,yes,no,cellular,failure,no
44,management,married,university.degree,no,no,cellular,nonexistent,no
26,admin.,single,university.degree,yes,no,telephone,nonexistent,yes
46,services,married,high.school,yes,yes,cellular,nonexistent,yes
42,services,divorced,basic.6y,no,no,telephone,nonexistent,no
88,retired,divorced,basic.4y,no,no,cellular,nonexistent,yes
66,housemaid,married,basic.4y,no,yes,cellular,failure,no
40,services,married,high.school,no,no,telephone,nonexistent,no
39,technician,single,university.degree,yes,no,cellular,nonexistent,no
36,technician,married,professional.course,yes,no,cellular,nonexistent,no
49,management,married,university.degree,no,no,cellular,nonexistent,no
50,blue-collar,married,basic.4y,no,no,telephone,nonexistent,no
37,blue-collar,married,basic.4y,no,yes,cellular,failure,no
37,blue-collar,divorced,basic.9y,yes,no,telephone,nonexistent,no
29,blue-collar,single,basic.9y,yes,no,cellular,failure,no
39,blue-collar,divorced,basic.9y,yes,no,cellular,nonexistent,no
36,services,married,basic.9y,no,no,telephone,nonexistent,no
27,admin.,single,university.degree,no,no,cellular,nonexistent,yes
59,self-employed,married,professional.course,yes,no,cellular,nonexistent,yes
26,admin.,married,university.degree,yes,yes,telephone,nonexistent,no
25,blue-collar,married,professional.course,no,no,telephone,nonexistent,no
44,unknown,single,basic.9y,no,no,cellular,nonexistent,no
40,technician,single,university.degree,no,no,cellular,success,yes
77,retired,divorced,unknown,no,no,cellular,nonexistent,no
52,admin.,divorced,high.school,no,no,cellular,nonexistent,no
32,blue-collar,married,basic.9y,yes,no,cellular,nonexistent,no
45,services,single,unknown,no,no,cellular,success,yes
47,blue-collar,married,basic.4y,yes,yes,telephone,nonexistent,no
43,services,married,high.school,no,no,telephone,nonexistent,no
37,services,married,high.school,no,no,telephone,nonexistent,no
38,blue-collar,married,unknown,no,yes,telephone,nonexistent,no
21,student,single,high.school,no,no,cellular,failure,no
35,blue-collar,single,unknown,no,no,telephone,nonexistent,no
54,blue-collar,married,basic.4y,no,no,cellular,nonexistent,no
32,technician,single,university.degree,no,no,cellular,nonexistent,no
25,admin.,single,high.school,yes,no,cellular,failure,no
29,admin.,married,high.school,no,no,cellular,nonexistent,no
68,retired,single,university.degree,yes,no,cellular,success,no
28,entrepreneur,married,basic.9y,yes,no,cellular,nonexistent,no
33,technician,single,professional.course,yes,yes,cellular,nonexistent,no
32,management,married,university.degree,no,no,cellular,nonexistent,no
31,services,married,basic.9y,no,no,telephone,nonexistent,yes
44,admin.,married,high.school,no,no,telephone,nonexistent,no
43,blue-collar,single,basic.6y,yes,yes,cellular,nonexistent,yes
28,unemployed,married,high.school,no,no,cellular,failure,no
41,admin.,single,high.school,yes,no,telephone,nonexistent,no
32,technician,married,professional.course,no,no,cellular,nonexistent,no
39,technician,divorced,university.degree,no,no,telephone,nonexistent,no
51,retired,divorced,high.school,no,no,cellular,nonexistent,yes
28,technician,married,university.degree,no,no,telephone,failure,no
30,admin.,single,university.degree,yes,no,telephone,nonexistent,no
35,blue-collar,married,basic.9y,no,no,cellular,nonexistent,yes
38,student,single,unknown,no,no,cellular,nonexistent,no
39,technician,married,professional.course,no,yes,cellular,nonexistent,no
43,services,divorced,professional.course,no,no,telephone,nonexistent,no
26,admin.,single,high.school,no,no,cellular,nonexistent,no
37,technician,single,university.degree,no,no,telephone,nonexistent,no
45,blue-collar,married,unknown,yes,yes,cellular,failure,no
38,admin.,married,university.degree,yes,no,telephone,nonexistent,no
74,retired,married,basic.4y,no,no,telephone,nonexistent,yes
31,technician,single,university.degree,no,no,telephone,nonexistent,no
47,housemaid,married,basic.6y,no,yes,cellular,nonexistent,no
46,blue-collar,divorced,basic.4y,no,no,telephone,nonexistent,no
45,blue-collar,married,basic.9y,unknown,unknown,cellular,nonexistent,no
37,services,single,basic.9y,yes,no,cellular,nonexistent,no
48,admin.,divorced,university.degree,no,no,telephone,failure,no
38,admin.,married,high.school,yes,no,cellular,nonexistent,no
47,blue-collar,married,unknown,yes,no,telephone,nonexistent,no
28,blue-collar,married,high.school,yes,no,cellular,nonexistent,no
43,blue-collar,married,basic.4y,no,yes,telephone,nonexistent,no
58,technician,married,basic.9y,yes,no,cellular,nonexistent,no
39,admin.,single,university.degree,no,no,telephone,nonexistent,no
54,admin.,married,university.degree,no,no,telephone,nonexistent,no
29,management,single,university.degree,yes,no,telephone,nonexistent,no
43,technician,married,professional.course,yes,no,cellular,nonexistent,no
41,management,married,high.school,no,yes,telephone,nonexistent,no
56,admin.,married,high.school,yes,no,telephone,nonexistent,no
30,technician,single,professional.course,yes,no,cellular,nonexistent,no
42,admin.,married,basic.9y,yes,no,telephone,nonexistent,no
31,blue-collar,single,basic.9y,no,no,telephone,nonexistent,yes
36,blue-collar,divorced,high.school,no,yes,telephone,nonexistent,no
42,blue-collar,married,basic.4y,no,no,telephone,nonexistent,no
25,student,single,high.school,no,no,cellular,nonexistent,yes
52,self-employed,married,basic.4y,yes,no,telephone,nonexistent,no
28,services,married,high.school,yes,no,cellular,nonexistent,no
69,retired,divorced,professional.course,yes,no,telephone,nonexistent,no
34,admin.,married,university.degree,no,no,telephone,nonexistent,no
25,services,single,high.school,no,no,cellular,nonexistent,no
27,admin.,single,university.degree,yes,no,cellular,nonexistent,no
42,admin.,married,unknown,no,no,cellular,nonexistent,no
53,management,married,university.degree,no,no,cellular,nonexistent,no
37,technician,married,professional.course,no,no,telephone,nonexistent,no
46,blue-collar,married,high.school,no,no,cellular,nonexistent,no
32,blue-collar,single,high.school,no,yes,cellular,failure,no
27,student,single,high.school,yes,no,telephone,nonexistent,no
33,admin.,single,basic.6y,yes,no,cellular,nonexistent,no
34,admin.,single,university.degree,yes,yes,telephone,nonexistent,no
25,student,single,university.degree,no,no,telephone,nonexistent,no
53,retired,married,high.school,yes,no,cellular,nonexistent,no
35,management,married,university.degree,no,no,cellular,nonexistent,no
29,blue-collar,married,basic.9y,no,yes,cellular,nonexistent,yes
29,services,married,high.school,no,yes,cellular,nonexistent,no
31,services,married,high.school,no,no,telephone,nonexistent,no
29,admin.,divorced,high.school,yes,no,cellular,nonexistent,no
50,services,married,high.school,yes,yes,telephone,nonexistent,no
48,blue-collar,married,basic.6y,yes,no,cellular,nonexistent,no
38,blue-collar,divorced,basic.4y,no,no,cellular,failure,no
39,blue-collar,married,basic.6y,unknown,unknown,telephone,nonexistent,no
33,admin.,married,university.degree,no,no,cellular,nonexistent,no
32,admin.,married,university.degree,no,no,cellular,nonexistent,no
37,admin.,divorced,university.degree,no,no,telephone,nonexistent,no
30,housemaid,married,high.school,no,no,telephone,nonexistent,no
35,admin.,single,university.degree,no,no,cellular,nonexistent,no
34,self-employed,married,illiterate,yes,no,cellular,nonexistent,yes
27,admin.,single,university.degree,no,no,cellular,nonexistent,yes
36,technician,married,professional.course,yes,no,telephone,nonexistent,no
49,technician,married,professional.course,yes,no,cellular,nonexistent,no
40,blue-collar,married,basic.4y,yes,no,cellular,nonexistent,no
29,technician,single,professional.course,no,no,cellular,nonexistent,no
35,admin.,single,university.degree,yes,no,cellular,nonexistent,no
36,unemployed,married,professional.course,yes,no,telephone,nonexistent,no
51,blue-collar,married,basic.4y,no,no,cellular,nonexistent,no
59,retired,married,unknown,yes,yes,cellular,nonexistent,no
44,admin.,divorced,university.degree,yes,no,cellular,nonexistent,no
39,management,married,professional.course,yes,no,cellular,success,no
51,blue-collar,married,basic.4y,no,no,cellular,nonexistent,no
32,admin.,single,university.degree,yes,no,telephone,nonexistent,no
27,services,married,high.school,yes,no,telephone,nonexistent,no
29,management,single,university.degree,no,no,cellular,nonexistent,no
38,technician,married,professional.course,no,no,cellular,nonexistent,no
44,admin.,married,university.degree,no,no,cellular,nonexistent,no
38,technician,married,professional.course,yes,no,telephone,nonexistent,no
41,blue-collar,married,basic.9y,no,no,telephone,nonexistent,no
36,admin.,married,university.degree,no,no,telephone,nonexistent,no
46,technician,married,high.school,yes,no,cellular,failure,no
33,technician,married,professional.course,yes,no,telephone,nonexistent,no
33,self-employed,divorced,university.degree,yes,no,cellular,nonexistent,no
43,admin.,divorced,high.school,yes,yes,cellular,nonexistent,no
30,services,single,high.school,no,no,telephone,nonexistent,no
38,blue-collar,single,high.school,yes,no,telephone,nonexistent,no
75,retired,married,basic.9y,no,no,cellular,failure,yes
46,admin.,married,high.school,no,no,telephone,nonexistent,no
30,blue-collar,married,basic.6y,no,yes,cellular,failure,no
44,services,divorced,high.school,no,no,telephone,nonexistent,no
73,retired,single,professional.course,no,no,cellular,success,yes
37,admin.,single,university.degree,no,yes,cellular,nonexistent,no
46,management,married,basic.9y,yes,no,cellular,nonexistent,no
36,admin.,married,university.degree,no,no,cellular,failure,no
31,blue-collar,married,basic.4y,yes,no,cellular,nonexistent,no
43,admin.,married,university.degree,yes,no,telephone,nonexistent,yes
29,technician,single,university.degree,yes,no,telephone,nonexistent,no
30,blue-collar,single,high.school,yes,no,telephone,nonexistent,no
41,admin.,single,high.school,no,no,cellular,nonexistent,no
51,blue-collar,divorced,unknown,no,no,telephone,nonexistent,no
47,housemaid,married,basic.4y,yes,yes,telephone,nonexistent,no
34,blue-collar,married,basic.9y,no,yes,telephone,nonexistent,no
48,technician,married,professional.course,yes,yes,cellular,nonexistent,no
40,blue-collar,married,basic.9y,yes,no,telephone,nonexistent,no
38,entrepreneur,married,university.degree,no,no,telephone,nonexistent,no
50,admin.,married,high.school,no,yes,cellular,nonexistent,no
40,blue-collar,married,basic.9y,no,no,cellular,nonexistent,yes
41,technician,married,university.degree,yes,no,cellular,nonexistent,no
54,technician,divorced,university.degree,yes,no,cellular,failure,no
31,admin.,single,university.degree,no,no,cellular,success,yes
37,admin.,married,high.school,unknown,unknown,telephone,nonexistent,no
30,admin.,married,university.degree,no,yes,cellular,nonexistent,no
40,housemaid,divorced,high.school,yes,yes,cellular,nonexistent,no
48,technician,married,unknown,yes,no,cellular,nonexistent,yes
47,services,married,high.school,yes,no,telephone,nonexistent,no
41,technician,married,university.degree,yes,yes,cellular,nonexistent,no
34,services,single,high.school,no,no,telephone,nonexistent,no
33,services,married,basic.9y,yes,no,cellular,nonexistent,no
29,admin.,single,high.school,yes,no,cellular,nonexistent,no
50,admin.,married,basic.6y,no,no,telephone,nonexistent,no
24,admin.,single,high.school,yes,no,cellular,nonexistent,no
43,technician,divorced,professional.course,no,yes,cellular,nonexistent,no
39,admin.,single,high.school,yes,no,cellular,nonexistent,yes
52,management,divorced,university.degree,yes,no,cellular,nonexistent,no
36,technician,single,professional.course,yes,no,cellular,nonexistent,no
27,self-employed,married,university.degree,yes,no,telephone,nonexistent,no
58,retired,married,basic.4y,yes,no,cellular,nonexistent,no
40,technician,married,professional.course,yes,no,cellular,nonexistent,no
45,blue-collar,married,basic.4y,yes,no,cellular,failure,no
32,technician,single,university.degree,no,no,telephone,nonexistent,no
30,technician,married,professional.course,yes,no,cellular,success,yes
36,unemployed,single,basic.4y,yes,no,telephone,nonexistent,no
26,student,single,professional.course,yes,no,cellular,nonexistent,yes
36,blue-collar,married,basic.9y,yes,no,cellular,nonexistent,no
71,blue-collar,divorced,basic.4y,no,no,cellular,nonexistent,no
34,technician,single,high.school,no,no,cellular,nonexistent,no
54,admin.,divorced,high.school,yes,no,cellular,success,yes
50,blue-collar,married,professional.course,yes,no,cellular,failure,no
44,services,divorced,high.school,no,no,telephone,nonexistent,no
32,blue-collar,married,basic.9y,yes,yes,cellular,nonexistent,no
42,retired,divorced,illiterate,no,no,telephone,nonexistent,yes
35,services,single,basic.4y,no,yes,telephone,nonexistent,no
59,admin.,divorced,high.school,no,yes,cellular,nonexistent,yes
46,unemployed,married,basic.9y,no,no,cellular,failure,yes
50,blue-collar,married,basic.9y,no,no,telephone,nonexistent,no
55,management,divorced,university.degree,yes,no,telephone,nonexistent,no
29,admin.,single,university.degree,no,no,cellular,nonexistent,no
32,blue-collar,married,basic.6y,yes,no,telephone,nonexistent,no
43,entrepreneur,married,university.degree,yes,no,cellular,nonexistent,no
37,self-employed,married,professional.course,yes,no,telephone,nonexistent,no
40,blue-collar,married,basic.4y,yes,no,cellular,nonexistent,no
48,management,married,university.degree,yes,no,cellular,nonexistent,no
55,unknown,married,basic.4y,yes,no,cellular,nonexistent,yes
33,management,married,university.degree,yes,no,telephone,nonexistent,no
38,management,married,university.degree,no,no,cellular,nonexistent,no
41,blue-collar,married,basic.9y,no,no,telephone,nonexistent,no
37,management,married,university.degree,no,yes,cellular,nonexistent,no
30,student,unknown,basic.9y,no,no,cellular,failure,no
30,blue-collar,single,unknown,yes,yes,telephone,nonexistent,no
35,admin.,single,basic.4y,yes,no,telephone,nonexistent,no
19,student,single,basic.4y,no,yes,cellular,nonexistent,yes
32,admin.,single,university.degree,no,no,cellular,nonexistent,no
42,admin.,married,university.degree,yes,no,telephone,nonexistent,no
40,technician,single,professional.course,yes,no,cellular,failure,no
30,admin.,married,university.degree,no,no,cellular,nonexistent,no
50,entrepreneur,divorced,university.degree,yes,no,telephone,nonexistent,no
43,admin.,married,high.school,no,no,telephone,nonexistent,yes
34,blue-collar,single,basic.6y,no,no,cellular,nonexistent,no
40,admin.,divorced,university.degree,yes,no,telephone,nonexistent,no
54,retired,married,high.school,yes,no,cellular,nonexistent,no
30,admin.,single,university.degree,yes,no,cellular,nonexistent,no
35,blue-collar,married,basic.6y,no,no,telephone,nonexistent,no
37,admin.,married,unknown,no,no,telephone,nonexistent,no
34,blue-collar,married,basic.4y,yes,no,telephone,nonexistent,no
53,housemaid,married,basic.4y,unknown,unknown,telephone,nonexistent,no
42,technician,married,professional.course,no,no,cellular,nonexistent,no
30,technician,single,university.degree,no,no,cellular,nonexistent,no
32,services,divorced,high.school,yes,no,cellular,nonexistent,no
54,admin.,married,university.degree,no,yes,cellular,success,yes
39,blue-collar,married,basic.4y,unknown,unknown,telephone,nonexistent,no
39,entrepreneur,married,high.school,yes,no,telephone,nonexistent,no
42,blue-collar,married,basic.9y,no,yes,cellular,nonexistent,no
32,blue-collar,married,basic.9y,no,no,cellular,success,yes
42,technician,single,professional.course,no,no,cellular,nonexistent,no
31,blue-collar,married,basic.9y,no,yes,telephone,nonexistent,no
42,admin.,divorced,high.school,yes,no,cellular,failure,no
44,blue-collar,married,basic.4y,yes,yes,telephone,nonexistent,yes
34,admin.,single,unknown,yes,no,cellular,nonexistent,no
46,blue-collar,single,basic.4y,unknown,unknown,cellular,failure,no
53,technician,divorced,high.school,no,no,cellular,failure,no
41,blue-collar,married,basic.4y,yes,no,cellular,nonexistent,no
31,student,single,unknown,yes,no,cellular,failure,no
25,blue-collar,single,basic.9y,yes,yes,telephone,nonexistent,no
52,blue-collar,married,basic.4y,no,no,telephone,nonexistent,no
35,retired,single,basic.9y,yes,yes,telephone,nonexistent,no
53,blue-collar,married,basic.9y,no,no,telephone,nonexistent,no
25,student,single,high.school,yes,no,cellular,nonexistent,yes
26,services,single,high.school,no,no,telephone,nonexistent,no
38,entrepreneur,divorced,university.degree,yes,no,telephone,nonexistent,no
31,admin.,single,basic.9y,yes,no,cellular,nonexistent,no
48,admin.,single,university.degree,yes,no,cellular,nonexistent,no
56,technician,married,professional.course,no,no,telephone,nonexistent,no
56,retired,married,professional.course,yes,no,cellular,nonexistent,no
48,unemployed,married,university.degree,no,yes,cellular,failure,no
49,services,married,high.school,no,no,telephone,nonexistent,no
65,retired,married,high.school,no,no,cellular,failure,no
39,blue-collar,married,basic.4y,no,no,cellular,nonexistent,no
47,blue-collar,married,high.school,yes,no,cellular,nonexistent,no
27,unemployed,married,basic.9y,no,no,telephone,nonexistent,no
25,housemaid,married,basic.4y,no,no,telephone,nonexistent,no
42,blue-collar,married,basic.4y,yes,no,cellular,nonexistent,no
59,blue-collar,married,basic.9y,yes,no,cellular,nonexistent,no
31,technician,divorced,university.degree,yes,no,cellular,nonexistent,no
30,student,single,university.degree,yes,no,cellular,nonexistent,no
29,self-employed,married,unknown,no,no,cellular,nonexistent,no
50,technician,married,high.school,no,no,telephone,nonexistent,no
34,blue-collar,married,basic.9y,yes,no,cellular,nonexistent,no
50,admin.,married,high.school,yes,no,telephone,nonexistent,no
52,management,married,professional.course,yes,yes,telephone,nonexistent,no
40,blue-collar,married,basic.9y,yes,no,cellular,nonexistent,no
38,technician,divorced,professional.course,yes,no,telephone,nonexistent,yes
35,retired,married,basic.4y,no,no,cellular,nonexistent,no
56,retired,married,basic.4y,no,no,cellular,failure,no
28,admin.,single,high.school,yes,no,telephone,nonexistent,no
31,admin.,married,university.degree,yes,no,cellular,nonexistent,no
36,blue-collar,married,basic.9y,yes,yes,cellular,nonexistent,no
33,technician,married,professional.course,no,no,cellular,nonexistent,no
32,admin.,married,high.school,no,no,cellular,nonexistent,no
47,services,married,basic.6y,no,no,cellular,nonexistent,no
56,technician,married,professional.course,yes,no,telephone,nonexistent,no
31,technician,married,university.degree,no,no,cellular,nonexistent,no
27,admin.,single,university.degree,yes,no,cellular,success,no
29,technician,single,university.degree,yes,no,telephone,nonexistent,no
49,housemaid,married,basic.4y,yes,no,telephone,nonexistent,no
47,blue-collar,married,basic.4y,yes,no,telephone,nonexistent,no
40,technician,married,basic.9y,no,no,telephone,nonexistent,no
32,technician,married,professional.course,no,no,cellular,nonexistent,no
34,housemaid,married,high.school,yes,yes,cellular,failure,no
33,admin.,single,university.degree,no,no,cellular,failure,no
31,admin.,married,university.degree,yes,no,cellular,nonexistent,no
29,admin.,married,high.school,no,no,cellular,success,no
43,management,married,professional.course,yes,no,telephone,nonexistent,no
49,technician,divorced,professional.course,yes,no,cellular,nonexistent,no
33,blue-collar,single,basic.9y,no,yes,telephone,nonexistent,yes
45,self-employed,married,basic.9y,yes,yes,cellular,nonexistent,no
25,admin.,single,basic.9y,no,no,cellular,nonexistent,no
36,blue-collar,married,basic.6y,yes,no,telephone,nonexistent,no
36,blue-collar,single,high.school,no,yes,telephone,nonexistent,no
44,blue-collar,married,unknown,yes,no,cellular,nonexistent,no
53,blue-collar,married,basic.9y,no,no,telephone,failure,no
31,blue-collar,married,basic.9y,yes,no,cellular,nonexistent,no
36,blue-collar,married,basic.9y,yes,no,cellular,nonexistent,no
53,blue-collar,married,basic.6y,unknown,unknown,cellular,nonexistent,no
52,services,married,high.school,no,yes,cellular,nonexistent,no
26,admin.,single,high.school,no,no,telephone,nonexistent,no
29,blue-collar,single,high.school,no,yes,telephone,nonexistent,no
41,technician,married,university.degree,no,no,telephone,nonexistent,no
47,entrepreneur,married,high.school,unknown,unknown,cellular,nonexistent,no
49,technician,married,university.degree,no,no,cellular,nonexistent,no
45,admin.,single,university.degree,yes,no,cellular,nonexistent,no
48,services,married,basic.4y,yes,no,cellular,nonexistent,no
27,self-employed,single,university.degree,yes,yes,cellular,failure,no
37,technician,married,university.degree,no,no,cellular,nonexistent,yes
42,admin.,single,high.school,no,no,telephone,nonexistent,no
30,management,married,university.degree,no,no,cellular,nonexistent,no
41,admin.,divorced,high.school,no,no,telephone,nonexistent,no
39,self-employed,divorced,high.school,no,no,cellular,success,yes
37,self-employed,married,basic.4y,no,no,cellular,nonexistent,no
30,blue-collar,divorced,high.school,no,no,cellular,nonexistent,no
57,admin.,divorced,university.degree,no,no,cellular,nonexistent,no
42,blue-collar,married,basic.9y,yes,no,cellular,failure,no
58,retired,married,professional.course,no,no,cellular,failure,no
30,admin.,single,high.school,yes,no,cellular,nonexistent,no
33,services,single,university.degree,no,no,telephone,nonexistent,yes
27,blue-collar,single,basic.9y,yes,no,telephone,nonexistent,no
31,blue-collar,single,high.school,no,no,telephone,nonexistent,no
38,blue-collar,married,basic.6y,unknown,unknown,telephone,nonexistent,no
51,admin.,divorced,university.degree,no,no,cellular,nonexistent,no
60,blue-collar,married,basic.9y,unknown,unknown,cellular,nonexistent,no
57,admin.,married,university.degree,no,no,cellular,nonexistent,no
22,student,single,basic.9y,yes,no,cellular,nonexistent,no
33,technician,married,university.degree,yes,no,cellular,nonexistent,no
55,blue-collar,divorced,basic.4y,yes,no,cellular,failure,no
27,self-employed,married,basic.9y,yes,no,cellular,nonexistent,no
39,services,married,high.school,yes,no,cellular,nonexistent,no
42,technician,married,professional.course,no,no,telephone,nonexistent,no
34,blue-collar,single,basic.9y,no,no,cellular,nonexistent,no
39,entrepreneur,married,high.school,no,no,cellular,nonexistent,no
27,technician,single,university.degree,yes,no,cellular,failure,yes
36,self-employed,married,high.school,yes,no,cellular,nonexistent,no
44,blue-collar,married,basic.4y,yes,yes,telephone,nonexistent,no
37,technician,divorced,professional.course,no,no,cellular,nonexistent,yes
46,admin.,divorced,high.school,yes,no,telephone,nonexistent,no
28,technician,single,high.school,yes,no,cellular,nonexistent,no
34,services,divorced,high.school,no,no,telephone,nonexistent,no
30,services,married,high.school,yes,no,telephone,nonexistent,no
48,services,married,high.school,no,no,telephone,nonexistent,no
36,management,married,university.degree,yes,yes,cellular,nonexistent,no
34,technician,single,university.degree,no,no,cellular,nonexistent,no
35,management,single,university.degree,yes,no,cellular,nonexistent,no
45,blue-collar,married,basic.9y,yes,no,telephone,nonexistent,no
23,student,single,basic.6y,no,no,cellular,success,yes
28,blue-collar,married,basic.6y,yes,yes,telephone,nonexistent,no
33,admin.,single,high.school,yes,no,cellular,nonexistent,no
48,admin.,divorced,high.school,yes,yes,cellular,nonexistent,yes
54,blue-collar,married,basic.9y,no,no,cellular,nonexistent,no
31,admin.,married,basic.9y,yes,no,telephone,nonexistent,no
56,admin.,divorced,unknown,yes,yes,telephone,nonexistent,no
26,admin.,married,high.school,no,no,cellular,nonexistent,no
26,admin.,single,university.degree,yes,no,cellular,failure,no
30,blue-collar,married,basic.6y,no,no,telephone,nonexistent,no
50,management,married,university.degree,yes,no,cellular,nonexistent,no
